stamp_id,name,src_index,sigma_v,sigma_err,z_l,mag,re_arcsec,q,pa_deg,prom,flag_arcy,iso_a3,iso_b3,iso_a4,iso_b4,iso_m3,iso_m4,iso_harm12,iso_nann,iso_drift_px,iso_q,iso_pa_deg,flag_iso_bad,flag_pair
0,G4B_00004,0,284.0,23.0,0.375,18.113,1.297,0.888,-10.0,55.8,1,0.00241,0.00272,0.00015,0.00172,0.0057,0.0038,0.00273,10,0.08356,0.81752,-11.40899,0,0
1,G4B_00006,1,260.0,25.0,0.546,19.219,0.991,0.658,-62.9,199.1,1,0.00791,-0.0137,0.00621,0.00509,0.01925,0.01076,0.18488,10,1.52378,0.54792,-31.24284,0,1
2,G4B_00010,5,270.0,31.0,0.348,18.386,0.952,0.836,36.2,126.2,1,-0.00049,0.00262,-0.00744,-0.00081,0.00415,0.00829,0.00354,10,0.05116,0.76758,38.4147,0,0
3,G4B_00011,6,323.0,17.0,0.279,17.226,2.075,0.938,-36.5,49.6,1,0.00077,-0.0002,-0.00408,0.00468,0.00234,0.009,0.01155,10,0.77194,0.87763,-37.45368,0,0
4,G4B_00012,7,301.0,20.0,0.261,16.756,3.421,0.815,-2.8,34.7,1,-0.00782,-0.02903,-0.00894,0.0034,0.08642,0.03048,0.25702,10,5.58712,0.50596,15.8694,0,1
5,G4B_00013,8,297.0,16.0,0.247,17.535,1.472,0.975,-22.3,76.7,1,-0.00353,0.00061,-0.00254,0.00435,0.00511,0.00626,0.00067,10,0.43789,0.93658,-32.79033,0,0
6,G4B_00017,12,282.0,11.0,0.217,16.5,2.378,0.939,35.7,20.0,0,-0.00244,0.00224,-0.01399,-0.00426,0.00456,0.01542,0.01251,10,0.13969,0.8502,33.31607,0,0
7,G4B_00018,13,264.0,31.0,0.21,19.19,0.348,0.825,-7.9,1528.7,1,0.00112,-0.00365,0.01152,0.00135,0.00504,0.01178,0.00528,10,0.0816,0.72662,-9.97457,0,0
8,G4B_00019,14,255.0,14.0,0.222,17.089,1.519,0.923,-72.8,151.0,1,-0.00112,0.00116,-0.01049,-0.0017,0.00733,0.017,0.06466,10,1.23941,1.0,-44.9872,0,0
9,G4B_00020,15,272.0,41.0,0.506,19.189,0.861,0.991,81.9,11.0,0,0.0002,-0.00082,-0.0002,0.00203,0.00282,0.00414,0.00783,10,0.23671,0.99071,109.4729,0,0
10,G4B_00022,16,286.0,43.0,0.538,19.548,1.337,0.761,-85.5,175.1,1,0.00332,0.03642,-0.01239,-0.00084,0.05214,0.02565,0.17557,10,0.75359,0.63186,-81.15036,0,1
11,G4B_00023,17,252.0,31.0,0.326,17.84,1.239,0.813,-38.9,68.3,1,0.00159,-0.00047,-0.00417,0.0024,0.00194,0.00486,0.0068,10,0.34561,0.72542,-38.52045,0,0
12,G4B_00026,19,253.0,18.0,0.225,17.027,1.668,0.959,54.3,0.0,0,-0.00238,-0.00259,-0.00552,0.00317,0.00336,0.00618,0.00598,10,0.17005,0.92144,53.82032,0,0
13,G4B_00032,21,304.0,45.0,0.412,18.351,1.243,0.857,40.8,117.3,1,0.00218,-0.00169,-0.0038,-0.0078,0.00363,0.01078,0.00718,10,0.1197,0.74159,39.94056,0,0
14,G4B_00033,22,296.0,40.0,0.406,18.633,1.061,0.842,25.4,88.4,1,0.00039,8e-05,-0.00153,-0.00012,0.00324,0.00462,0.00382,10,0.07164,0.79421,18.77664,0,0
15,G4B_00039,26,284.0,21.0,0.33,17.442,3.077,0.99,-27.1,74.6,1,0.00371,-0.0043,0.02584,-0.01255,0.01942,0.03698,0.19052,10,2.75807,0.63295,-69.35819,0,1
16,G4B_00041,28,310.0,23.0,0.428,18.721,0.775,0.803,37.8,128.5,1,0.00038,-0.00019,-0.0002,0.00057,0.0031,0.0036,0.00216,10,0.25124,0.76403,35.13743,0,0
17,G4B_00042,29,282.0,36.0,0.541,19.301,0.884,0.829,58.4,99.3,1,-0.00955,-0.00375,0.00144,-0.0039,0.0154,0.00941,0.02174,10,0.56172,0.78515,57.63623,0,0
18,G4B_00045,31,284.0,20.0,0.329,17.935,1.132,0.794,-54.4,258.7,1,0.00077,-0.00322,-0.00288,-0.00266,0.0036,0.00664,0.0055,10,0.3151,0.72006,-51.77049,0,0
19,G4B_00047,33,301.0,13.0,0.214,16.667,2.158,0.865,66.3,65.1,1,0.0058,0.00753,-0.00325,0.00133,0.02567,0.00705,0.15109,10,2.00319,0.70476,66.58734,0,1
20,G4B_00050,35,323.0,40.0,0.496,18.786,0.936,0.825,20.4,162.7,1,-0.00259,-0.00184,-0.00061,-0.00097,0.00549,0.0067,0.04061,10,0.2576,0.72053,21.97459,0,0
21,G4B_00052,37,278.0,14.0,0.226,17.493,0.998,0.766,35.9,86.1,1,0.00125,0.0003,-0.00584,-0.00146,0.00197,0.00926,0.00768,10,0.24345,0.7746,28.72271,0,0
22,G4B_00054,38,251.0,26.0,0.349,18.476,1.061,0.72,-80.8,1889.0,1,-0.00488,-0.01239,-0.0064,-0.00728,0.01325,0.01468,0.01824,10,0.39022,0.64734,-97.76232,0,0
23,G4B_00057,41,324.0,50.0,0.356,18.31,0.892,0.881,-6.5,193.1,1,-0.00185,0.00022,0.00258,0.00487,0.00343,0.00533,0.00864,10,0.17422,0.81511,-17.01534,0,0
24,G4B_00059,43,334.0,13.0,0.235,17.401,1.02,0.838,-25.0,253.8,1,-0.00345,-0.00694,0.0016,-0.00186,0.00797,0.00272,0.01007,10,0.29554,0.69949,-18.92789,0,0
25,G4B_00061,45,262.0,43.0,0.457,19.247,0.98,0.915,87.0,66.3,1,0.00038,0.00174,0.00984,-0.00323,0.0034,0.01055,0.0034,10,0.73017,0.90773,101.14296,0,0
26,G4B_00062,46,314.0,54.0,0.524,19.158,2.075,0.662,-32.9,243.1,1,-0.24733,0.10352,0.11829,-0.00703,0.29139,0.28699,0.78635,10,2.9171,0.25957,-32.04958,0,1
27,G4B_00065,47,265.0,49.0,0.545,19.306,0.98,0.763,-4.1,180.0,1,0.02207,-0.00672,-0.01282,-0.00125,0.02906,0.02143,0.17245,10,2.10964,0.85538,-4.18889,0,1
28,G4B_00068,48,259.0,20.0,0.359,18.483,1.033,0.938,52.8,9.5,0,-0.00086,-0.00424,-0.00374,0.00417,0.00628,0.00659,0.00367,10,0.17433,0.96629,54.87789,0,0
29,G4B_00070,50,253.0,45.0,0.496,19.374,0.571,0.817,-58.7,577.4,1,0.004,0.00029,-0.00018,-0.00546,0.00556,0.0067,0.0036,10,0.09547,0.76195,-55.94814,0,0
30,G4B_00071,51,300.0,34.0,0.444,19.158,0.884,0.586,52.8,321.5,1,0.12225,-0.23664,0.14769,0.08752,0.30489,0.18749,2.10483,10,14.33347,0.25,73.32848,0,1
31,G4B_00075,53,254.0,25.0,0.466,18.675,1.377,0.903,-57.4,28.6,1,-0.00038,-0.01281,0.00917,0.00185,0.02076,0.02292,0.03517,10,1.56613,0.8988,-36.98842,0,0
32,G4B_00076,54,299.0,35.0,0.521,18.555,2.578,0.816,24.7,136.0,1,0.01947,0.01752,0.00373,0.01607,0.05108,0.02388,0.21247,10,1.38434,0.38597,42.02586,0,1
33,G4B_00080,55,285.0,22.0,0.318,18.098,1.11,0.785,-2.0,117.2,1,-0.00464,0.00283,0.00646,0.00537,0.00699,0.01024,0.01404,10,0.06666,0.71581,-11.15842,0,0
34,G4B_00081,56,341.0,29.0,0.443,18.199,1.127,0.869,-40.7,113.2,1,-0.00344,-0.00047,-0.00171,-0.00156,0.00358,0.0068,0.0047,10,0.33137,0.7885,-39.94311,0,0
35,G4B_00086,58,285.0,32.0,0.366,18.469,1.532,0.977,74.3,0.0,0,-0.00064,0.00711,0.00917,-0.00273,0.01714,0.01183,0.03137,10,0.65573,1.0,82.38195,0,0
36,G4B_00087,59,251.0,31.0,0.46,18.942,0.941,0.82,13.1,128.9,1,0.0027,0.00046,-0.00272,-0.00672,0.00417,0.00859,0.00478,10,0.11541,0.76332,20.11496,0,0
37,G4B_00094,60,285.0,18.0,0.277,17.258,1.716,0.898,-69.2,15.0,0,-0.00214,0.00182,-0.00403,-0.00515,0.00428,0.00877,0.01487,10,0.89541,0.86789,-55.96252,0,0
38,G4B_00097,61,259.0,19.0,0.278,17.61,1.186,0.96,69.7,87.1,1,0.00198,0.00084,-0.00431,0.0037,0.003,0.00649,0.00461,10,0.26991,0.92979,41.56498,0,0
39,G4B_00107,63,314.0,47.0,0.467,19.155,1.599,0.669,-0.7,64.6,1,-0.00809,-0.04228,-0.00096,0.00897,0.04449,0.02109,0.25128,10,1.67811,0.58106,18.51844,0,1
40,G4B_00108,64,308.0,29.0,0.449,17.813,1.806,0.795,-82.7,40.9,1,-0.00914,-0.00299,0.00533,0.00327,0.01198,0.02097,0.03176,10,0.23584,0.61642,-86.42582,0,0
41,G4B_00109,65,268.0,26.0,0.278,17.362,1.957,0.865,46.9,16.0,0,-0.00667,-0.005,-0.00783,-0.00719,0.01191,0.01103,0.04164,10,0.37228,0.77559,45.71314,0,0
42,G4B_00111,67,315.0,17.0,0.181,16.444,1.215,0.893,23.0,319.7,1,0.00029,-0.00031,0.00682,-0.00331,0.00171,0.00896,0.00405,10,0.0925,0.74437,20.85447,0,0
43,G4B_00113,69,252.0,22.0,0.284,17.678,1.277,0.83,-68.3,54.2,1,0.00225,-0.00062,-0.00084,0.00689,0.00696,0.00916,0.02445,10,2.10837,1.0,-113.73954,0,0
44,G4B_00114,70,322.0,22.0,0.282,16.993,2.205,0.913,28.4,7.4,0,-0.00105,-0.00082,0.0014,-0.00163,0.00455,0.00327,0.01398,10,0.14823,0.81729,27.76267,0,0
45,G4B_00116,72,292.0,22.0,0.296,17.829,1.091,0.86,-36.1,85.5,1,0.00231,0.0007,-0.01199,0.00238,0.00258,0.01334,0.00459,10,0.06045,0.78504,-34.94406,0,0
46,G4B_00117,73,267.0,42.0,0.509,19.147,0.729,0.978,76.1,447.6,1,0.00229,-0.00147,0.06591,0.01096,0.00577,0.06682,0.22614,10,0.29908,1.0,105.88302,0,1
47,G4B_00119,75,273.0,49.0,0.463,19.061,0.998,0.736,-66.0,138.2,1,-0.0026,0.01754,-0.00613,-0.01596,0.02151,0.01941,0.02536,10,0.44205,0.66638,-71.89639,0,0
48,G4B_00122,78,307.0,11.0,0.313,17.315,1.662,0.946,48.9,0.0,0,0.0034,-0.00073,-0.01025,0.00305,0.00416,0.01111,0.00241,10,0.23305,0.91481,50.78494,0,0
49,G4B_00124,80,295.0,16.0,0.245,17.145,1.353,0.934,-80.2,126.9,1,-0.00047,-0.00043,0.00583,-0.0059,0.00217,0.00927,0.00584,10,0.20507,0.85271,-81.99919,0,0
50,G4B_00125,81,256.0,20.0,0.319,17.982,1.116,0.816,48.3,156.1,1,0.00054,0.00047,-0.00228,-0.00068,0.00248,0.00617,0.00689,10,0.10789,0.66382,53.49747,0,0
51,G4B_00126,82,377.0,63.0,0.499,18.471,1.91,0.927,-5.3,70.7,1,0.00929,-0.00078,0.00588,0.00089,0.01052,0.01074,0.02144,10,2.82342,0.93782,-1.65698,0,0
52,G4B_00127,83,310.0,35.0,0.492,18.53,1.641,0.781,48.2,31.3,1,-0.00915,-0.01395,-0.01593,0.00854,0.01984,0.01831,0.05592,10,0.41608,0.64091,49.47543,0,0
53,G4B_00128,84,303.0,31.0,0.341,17.497,2.868,0.902,1.8,7.1,0,0.0825,0.02188,0.03151,0.02807,0.08533,0.04234,0.21548,10,0.66215,0.78823,-1.28745,0,1
54,G4B_00132,88,289.0,36.0,0.539,19.291,0.978,0.853,-76.5,79.8,1,-0.00018,-0.00324,0.00498,-0.01002,0.00688,0.01555,0.00917,10,0.37663,0.82874,-61.9718,0,0
55,G4B_00136,92,267.0,25.0,0.433,18.449,0.759,0.886,-39.7,2104.5,1,-0.01248,-0.01939,-0.04554,0.00467,0.04619,0.04852,0.05717,10,0.69468,0.78351,-26.51292,0,0
56,G4B_00137,93,362.0,13.0,0.228,16.478,1.816,0.967,57.2,73.2,1,0.00019,-0.0004,0.00182,0.00936,0.00233,0.01113,0.00379,10,0.22185,0.92353,70.68174,0,0
57,G4B_00138,94,260.0,10.0,0.124,15.778,2.337,0.919,76.7,4.3,0,-0.00134,-6e-05,0.00195,0.00257,0.00243,0.00393,0.00383,10,0.39597,0.81584,77.11496,0,0
58,G4B_00140,95,276.0,38.0,0.355,18.762,1.355,0.899,-5.2,47.2,1,0.00216,-0.00068,0.00592,0.00128,0.00666,0.01221,0.00967,10,0.36064,0.87128,-5.72344,0,0
59,G4B_00141,96,267.0,18.0,0.351,18.325,0.843,0.849,-47.4,239.9,1,0.00039,0.00257,0.00578,-0.00456,0.00614,0.00826,0.01279,10,0.16006,0.72797,-24.1689,0,0
60,G4B_00143,97,294.0,41.0,0.463,19.198,1.353,0.517,-20.0,387.2,1,0.00469,0.00151,0.02999,0.00623,0.01704,0.03577,0.05223,10,3.14606,0.31716,-19.14737,0,0
61,G4B_00145,99,283.0,15.0,0.191,17.324,1.361,0.562,-24.4,279.4,1,-0.07628,-0.02617,-0.01372,-0.00227,0.07967,0.04077,0.32994,10,4.51478,0.46244,-23.88805,0,1
62,G4B_00148,101,266.0,10.0,0.13,16.565,1.425,0.771,-89.8,123.0,1,0.00284,0.00089,0.00968,0.00206,0.00605,0.01256,0.03212,10,0.06134,0.59886,-91.35383,0,0
63,G4B_00152,103,303.0,9.0,0.119,16.274,1.028,0.666,27.2,164.1,1,0.00098,0.00065,0.00953,-0.00247,0.00156,0.00991,0.00625,10,0.11838,0.66422,27.53438,0,0
64,G4B_00153,104,264.0,18.0,0.292,17.609,1.386,0.917,37.0,301.2,1,0.02577,0.01396,-0.00373,-0.00218,0.03668,0.0065,0.02509,10,0.5742,0.8777,47.45677,0,0
65,G4B_00154,105,394.0,39.0,0.374,18.127,1.375,0.799,-63.6,144.1,1,-0.03578,0.01279,0.00985,-0.00524,0.03616,0.0214,0.08941,10,3.98906,0.71636,-68.85491,0,1
66,G4B_00156,107,347.0,69.0,0.517,19.688,0.686,0.788,-52.4,7992.8,1,-0.04411,0.00052,0.01406,0.00402,0.04739,0.02368,0.04334,10,0.72307,0.74347,-60.29054,0,0
67,G4B_00157,108,332.0,28.0,0.372,17.502,1.917,0.915,-82.5,32.3,1,0.00223,0.00324,-0.00191,0.00256,0.00549,0.00768,0.01103,10,0.15988,0.8381,-84.846,0,0
68,G4B_00158,109,332.0,27.0,0.31,17.933,1.249,0.707,37.6,173.7,1,0.00015,0.01053,-0.01826,0.00233,0.0131,0.01845,0.11716,10,1.9488,0.62793,53.40428,0,1
69,G4B_00159,110,331.0,37.0,0.359,17.93,2.091,0.962,49.3,37.5,1,0.00011,0.00681,-0.00302,-0.00246,0.00708,0.008,0.02743,10,1.83189,0.99709,37.55105,0,0
70,G4B_00160,111,329.0,35.0,0.345,18.177,1.275,0.894,-36.2,174.6,1,0.04848,0.01546,-0.01219,0.00381,0.05611,0.02643,0.03419,10,0.14357,0.73478,-47.26495,0,0
71,G4B_00161,112,327.0,35.0,0.352,18.632,0.906,0.858,-51.1,299.0,1,0.00073,0.01723,-0.00047,-0.00591,0.01743,0.01435,0.00438,10,0.08041,0.70579,-59.40069,0,0
72,G4B_00162,113,293.0,38.0,0.502,18.844,1.064,0.858,-50.3,59.2,1,-0.00233,0.00415,-0.00135,0.00138,0.00975,0.00584,0.0093,10,0.55927,0.86785,-63.53336,0,0
73,G4B_00163,114,289.0,23.0,0.305,18.054,1.399,0.756,28.5,276.9,1,0.04987,-0.04414,0.01099,-0.03529,0.06672,0.03908,0.28764,10,1.05655,0.49369,33.72725,0,1
74,G4B_00164,115,282.0,21.0,0.363,18.332,0.84,0.617,-74.7,455.4,1,0.00024,-0.0027,0.01761,0.00068,0.00307,0.01777,0.00542,10,0.10153,0.47405,-75.37916,0,0
75,G4B_00166,117,279.0,15.0,0.219,17.14,1.287,0.925,-83.1,170.5,1,0.00041,-0.00099,-0.00159,-0.00238,0.00177,0.00478,0.0038,10,0.11635,0.84405,-82.38827,0,0
76,G4B_00167,118,278.0,30.0,0.358,19.085,0.605,0.72,-5.3,235.2,1,-0.00309,-0.00062,0.0004,-0.00148,0.00587,0.00433,0.00837,10,0.18771,0.78652,14.69397,0,0
77,G4B_00169,120,275.0,20.0,0.349,17.993,1.31,0.844,-21.8,248.0,1,0.02302,-0.01237,0.00758,-0.00052,0.04735,0.00982,0.03841,10,2.27278,0.79931,-17.57099,0,0
78,G4B_00170,121,275.0,40.0,0.346,17.799,1.583,0.852,-30.7,26.8,1,-0.00052,-0.0024,0.00019,0.00571,0.00456,0.00675,0.00445,10,0.15829,0.81424,-32.04391,0,0
79,G4B_00171,122,272.0,26.0,0.347,18.172,0.884,0.801,65.9,172.2,1,0.00201,0.00147,-0.00101,0.0029,0.00392,0.00596,0.00205,10,0.0588,0.80163,67.91039,0,0
80,G4B_00172,123,271.0,26.0,0.349,17.483,1.52,0.865,47.9,42.9,1,0.00141,-0.01871,-0.0169,0.0004,0.02105,0.0193,0.05364,10,0.50951,0.75999,43.21372,0,0
81,G4B_00173,124,268.0,15.0,0.185,16.927,1.462,0.719,84.2,134.0,1,0.02001,-0.0046,-0.0435,0.02296,0.1119,0.05484,0.13557,10,2.27493,0.51502,75.83869,0,1
82,G4B_00174,125,266.0,26.0,0.345,17.8,1.48,0.872,74.0,49.6,1,-0.00053,0.00141,0.00158,0.00531,0.00322,0.00645,0.00539,10,0.14623,0.79995,79.79188,0,0
83,G4B_00175,126,266.0,11.0,0.166,16.526,1.622,0.923,-5.4,44.1,1,0.00093,0.00064,0.01223,0.00139,0.0019,0.01229,0.00909,10,0.26429,0.87829,-3.87478,0,0
84,G4B_00176,127,264.0,19.0,0.221,16.859,1.779,0.914,-49.5,0.0,0,-0.00088,-0.00121,-0.00659,0.00051,0.0038,0.00685,0.0035,10,0.19179,0.85484,-46.22263,0,0
85,G4B_00179,130,257.0,22.0,0.349,17.711,1.983,0.807,69.2,169.0,1,-0.11411,0.01979,0.01088,0.02917,0.12636,0.06666,0.26748,10,4.03166,0.62921,64.23075,0,1
86,G4B_00180,131,256.0,27.0,0.35,18.524,0.965,0.806,70.5,235.7,1,-0.0006,-0.00106,0.00295,0.00497,0.01588,0.00841,0.01021,10,0.37932,0.80767,78.51729,0,0
87,G4B_00181,132,255.0,31.0,0.438,18.455,1.741,0.74,52.2,84.9,1,-0.03838,-0.02681,-0.01586,-0.01018,0.06244,0.02668,0.15798,10,0.20804,0.63468,51.58662,0,1
88,G4B_00182,133,254.0,39.0,0.521,19.336,0.834,0.682,-80.9,158.5,1,0.00262,-0.00604,0.00568,0.00212,0.01183,0.00978,0.01743,10,2.10787,0.65375,-78.78846,0,0
89,G4B_00183,134,252.0,24.0,0.349,18.623,0.884,0.685,36.8,226.9,1,0.00101,0.0015,0.0017,-0.00187,0.00584,0.00566,0.01586,10,0.12084,0.60173,38.37675,0,0
90,G4B_00185,136,285.0,40.0,0.482,19.284,1.098,0.676,-41.2,712.2,1,-0.11315,0.00294,0.02316,-0.00218,0.11397,0.0685,0.40691,10,3.14481,0.45191,-42.38431,0,1
91,G4B_00187,137,274.0,30.0,0.423,18.327,1.325,0.842,-6.3,93.7,1,-0.00089,0.00618,0.00031,0.01021,0.00636,0.01358,0.00647,10,0.10607,0.68614,-9.06771,0,0
92,G4B_00191,138,311.0,13.0,0.352,17.38,1.636,0.971,9.4,85.0,1,0.00088,-0.0032,0.00361,0.002,0.00531,0.00758,0.0023,10,0.99035,0.92804,-10.921,0,0
93,G4B_00194,140,308.0,22.0,0.358,17.554,1.49,0.958,72.9,86.2,1,-0.00015,0.00109,0.00218,0.00846,0.00336,0.00977,0.0032,10,0.60992,0.90848,73.75077,0,0
94,G4B_00195,141,290.0,22.0,0.351,17.538,1.995,0.775,57.7,28.3,1,0.02045,-0.04246,0.00456,-0.02811,0.04761,0.03213,0.09561,10,0.17846,0.67244,61.09693,0,1
95,G4B_00208,145,251.0,24.0,0.283,18.219,0.887,0.971,33.7,68.4,1,-0.00178,-0.00293,-0.00127,-0.00489,0.00439,0.00508,0.00226,10,0.13163,0.95173,30.34523,0,0
96,G4B_00213,146,400.0,28.0,0.382,18.328,0.675,0.797,70.6,569.5,1,-0.00272,0.00337,0.00144,0.00079,0.00587,0.00567,0.00534,10,0.06698,0.65262,67.00178,0,0
97,G4B_00214,147,385.0,65.0,0.434,18.488,0.909,0.861,5.3,177.0,1,0.00065,-0.00079,0.00154,-0.00334,0.00438,0.0042,0.00129,10,0.03648,0.78627,7.30307,0,0
98,G4B_00217,150,367.0,32.0,0.321,17.412,2.086,0.875,3.2,65.8,1,-0.06537,-0.003,0.04617,-0.00246,0.06541,0.04757,0.09467,10,0.40628,0.72687,4.93162,0,1
99,G4B_00219,152,351.0,40.0,0.462,17.884,2.029,0.946,78.1,0.0,0,-0.00049,0.00065,-0.00672,0.00385,0.0056,0.0128,0.00653,10,1.15748,0.94647,79.57088,0,0
100,G4B_00220,153,347.0,39.0,0.384,17.599,1.768,0.945,-6.5,48.2,1,0.00419,0.00334,0.00674,-0.00493,0.00724,0.00984,0.00419,10,0.34663,0.82894,-23.43524,0,0
101,G4B_00222,155,337.0,59.0,0.416,18.261,1.375,0.914,-22.4,64.0,1,-0.00035,0.0001,-0.00553,0.00431,0.00383,0.0084,0.00641,10,0.22702,0.88231,-29.9647,0,0
102,G4B_00223,156,334.0,38.0,0.462,19.288,1.02,0.91,9.8,427.4,1,0.04357,0.00269,-0.01905,0.00422,0.04434,0.02216,0.04848,10,1.77729,0.70069,25.84215,0,0
103,G4B_00224,157,330.0,50.0,0.473,19.09,0.936,0.961,-67.4,59.8,1,-0.00365,-0.00326,0.00118,-0.01285,0.0096,0.01705,0.00798,10,0.27299,0.89725,-68.93153,0,0
104,G4B_00225,158,328.0,24.0,0.329,17.683,1.788,0.991,44.3,91.8,1,-0.0014,-0.00228,0.0019,0.00204,0.00477,0.00514,0.0311,10,0.61732,1.0,26.30736,0,0
105,G4B_00226,159,327.0,29.0,0.398,17.638,2.614,0.823,88.3,86.8,1,0.13442,0.28326,0.27551,0.25997,0.44341,0.53868,1.89924,10,5.79974,0.25,148.79599,0,1
106,G4B_00228,161,324.0,15.0,0.344,17.62,1.348,0.927,-12.2,67.1,1,0.00028,0.0015,0.00623,0.00666,0.00393,0.01011,0.00206,10,0.26296,0.91375,-10.4839,0,0
107,G4B_00229,162,310.0,11.0,0.322,16.717,1.69,0.966,-21.1,1047.5,1,0.0105,0.0168,0.00075,0.00656,0.02367,0.00812,0.01763,10,0.37305,0.86923,-5.35561,0,0
108,G4B_00230,163,308.0,32.0,0.464,18.485,1.075,0.942,-71.7,76.6,1,0.00199,0.00119,4e-05,-0.00413,0.0058,0.00683,0.00219,10,0.12661,0.92525,-82.142,0,0
109,G4B_00231,164,306.0,41.0,0.321,19.056,0.861,0.753,-52.5,40235.3,1,-0.00643,0.00525,-0.00614,0.00371,0.01422,0.0126,0.0682,10,1.60189,0.74686,-50.63279,0,0
110,G4B_00232,165,306.0,26.0,0.346,18.408,0.895,0.746,-86.1,434.3,1,0.00125,-0.00042,0.01711,0.00216,0.00327,0.01723,0.0071,10,0.1813,0.68849,-88.73705,0,0
111,G4B_00233,166,292.0,19.0,0.397,17.812,1.316,0.891,21.8,124.2,1,-0.0392,0.00979,0.01714,-0.00254,0.04045,0.01723,0.13688,10,1.52789,0.74951,11.52549,0,1
112,G4B_00234,167,285.0,21.0,0.334,17.484,1.694,0.801,-74.9,29.3,1,-0.02469,0.00739,0.01335,-0.01337,0.03491,0.02179,0.03239,10,0.72477,0.65908,-73.04994,0,0
113,G4B_00235,168,284.0,21.0,0.385,17.992,1.393,0.903,62.0,40.5,1,-0.0045,0.00506,0.00777,-0.00752,0.00645,0.01368,0.00579,10,0.16666,0.85842,82.56737,0,0
114,G4B_00236,169,283.0,27.0,0.33,17.612,1.591,0.832,-6.1,126.8,1,0.08445,0.01327,0.05132,0.00787,0.08802,0.05396,0.12666,10,1.23682,0.68028,-6.37988,0,1
115,G4B_00237,170,281.0,23.0,0.375,16.991,1.871,0.74,84.0,39.2,1,-0.00205,0.03524,0.01236,0.04431,0.03686,0.04778,0.11028,10,0.10668,0.56148,89.93063,0,1
116,G4B_00238,171,280.0,31.0,0.329,17.696,1.645,0.957,-65.3,0.0,0,-0.00212,0.00111,-0.00506,-0.00728,0.00321,0.00888,0.00545,10,0.45544,0.92112,-64.93753,0,0
117,G4B_00239,172,280.0,24.0,0.34,17.702,1.912,0.885,-24.3,18.6,0,0.00427,0.00577,0.00177,0.00903,0.00608,0.00925,0.01096,10,0.24706,0.84561,-23.25389,0,0
118,G4B_00240,173,279.0,28.0,0.318,17.31,3.178,0.897,-85.8,0.0,0,0.00199,0.00239,0.01562,-0.00866,0.00985,0.01976,0.02327,10,0.13494,0.74611,-87.02108,0,0
119,G4B_00241,174,277.0,34.0,0.455,18.756,1.123,0.685,11.8,645.0,1,0.13377,0.00509,0.60298,0.10191,0.16657,0.833,1.70305,10,9.04495,0.25,82.28642,0,1
120,G4B_00242,175,275.0,31.0,0.417,18.038,1.55,0.805,3.7,50.0,1,0.00262,0.00101,-0.00107,-0.00211,0.00571,0.00788,0.01317,10,0.2129,0.70054,4.074,0,0
121,G4B_00243,176,275.0,9.0,0.174,16.223,2.324,0.916,-52.4,50.5,1,-0.00458,-0.00405,0.00227,0.00127,0.01135,0.01457,0.0243,10,1.58302,0.87909,-92.83598,0,0
122,G4B_00244,177,272.0,19.0,0.324,17.714,1.532,0.932,-79.8,48.4,1,0.00278,0.00224,0.00058,0.0076,0.00646,0.00868,0.0208,10,0.48263,0.90236,-81.37804,0,0
123,G4B_00245,178,271.0,37.0,0.393,17.991,1.91,0.895,-43.8,48.2,1,0.00612,-0.00763,0.00364,-0.0004,0.01212,0.00993,0.02208,10,3.89935,0.90755,19.09509,0,0
124,G4B_00246,179,266.0,23.0,0.337,18.117,1.158,0.873,-70.9,355.9,1,0.12043,0.00036,0.03076,0.0147,0.13686,0.0875,0.19297,10,2.17944,0.6834,-35.05706,0,1
125,G4B_00247,180,263.0,25.0,0.299,17.492,3.893,0.915,-58.5,0.0,0,0.07188,0.01592,0.06334,-0.03372,0.10349,0.07526,0.38892,10,0.29868,0.67753,-58.06476,0,1
126,G4B_00249,182,259.0,22.0,0.327,17.615,1.425,0.872,11.9,128.8,1,0.00087,0.00201,0.00622,-0.00374,0.00279,0.00787,0.0035,10,1.14767,0.70788,8.93425,0,0
127,G4B_00250,183,258.0,15.0,0.333,17.847,1.686,0.878,63.3,0.0,0,0.00128,-0.00245,-0.00018,0.00339,0.00593,0.00558,0.00669,10,0.2532,0.85715,62.82716,0,0
128,G4B_00251,184,257.0,20.0,0.322,17.776,1.728,0.943,-85.1,44.5,1,0.01704,-0.01032,0.00467,0.00584,0.02047,0.01293,0.09094,10,0.76543,0.80388,-71.5698,0,1
129,G4B_00252,185,256.0,32.0,0.389,18.383,1.316,0.9,61.6,168.7,1,-0.00543,0.00279,-0.00659,0.00185,0.01007,0.00895,0.01336,10,0.23525,0.8291,64.15164,0,0
130,G4B_00253,186,255.0,38.0,0.455,19.361,0.909,0.548,-41.4,182.2,1,0.00136,0.00127,0.01049,-0.00256,0.0057,0.011,0.01052,10,0.31955,0.54189,-42.1991,0,0
131,G4B_00254,187,253.0,17.0,0.315,17.935,1.451,0.925,-65.2,51.3,1,0.00049,-0.00304,-0.00136,-0.00468,0.00403,0.00742,0.00331,10,0.10034,0.89739,-69.18562,0,0
132,G4B_00256,189,300.0,25.0,0.341,18.06,1.203,0.851,-89.8,103.7,1,-0.0034,0.00036,0.00204,-0.00175,0.00794,0.00472,0.00351,10,0.32295,0.76402,-90.64212,0,0
