name,ra_deg,dec_deg,theta_E_pub,q_pub,survey,src_table
G4B_00993,150.26773,2.55204,0.0,0.0,LRGDEFL2B,tierA|vd=194+-18|z=0.267|ACSWFC|2028s|P9822
G4B_00994,149.49280,2.15312,0.0,0.0,LRGDEFL2B,tierA|vd=193+-8|z=0.125|ACSWFC|2028s|P10092
G4B_00995,149.82860,1.72469,0.0,0.0,LRGDEFL2B,tierA|vd=190+-8|z=0.126|ACSWFC|2028s|P10092
G4B_00996,150.31972,2.28671,0.0,0.0,LRGDEFL2B,tierA|vd=190+-14|z=0.122|ACSWFC|2028s|P9822
G4B_00997,150.40448,2.55444,0.0,0.0,LRGDEFL2B,tierA|vd=189+-13|z=0.248|ACSWFC|2028s|P9822
G4B_00998,150.16739,1.85828,0.0,0.0,LRGDEFL2B,tierA|vd=188+-36|z=0.335|ACSWFC|2028s|P9822
G4B_00999,150.68779,1.82291,0.0,0.0,LRGDEFL2B,tierA|vd=188+-7|z=0.081|ACSWFC|2028s|P10092
G4B_01000,150.54596,2.71500,0.0,0.0,LRGDEFL2B,tierA|vd=188+-23|z=0.261|ACSWFC|2028s|P10092
G4B_01001,149.71041,2.12273,0.0,0.0,LRGDEFL2B,tierA|vd=187+-32|z=0.480|ACSWFC|2028s|P9822
G4B_01002,149.83375,2.81340,0.0,0.0,LRGDEFL2B,tierA|vd=187+-9|z=0.124|ACSWFC|2028s|P10092
G4B_01003,150.34481,2.28301,0.0,0.0,LRGDEFL2B,tierA|vd=181+-18|z=0.373|ACSWFC|2028s|P9822
G4B_01004,150.01814,2.43075,0.0,0.0,LRGDEFL2B,tierA|vd=178+-9|z=0.220|ACSWFC|2028s|P9822
G4B_01005,149.69039,1.61994,0.0,0.0,LRGDEFL2B,tierA|vd=177+-34|z=0.482|ACSWFC|2028s|P10092
G4B_01006,150.03976,1.61532,0.0,0.0,LRGDEFL2B,tierA|vd=176+-11|z=0.133|ACSWFC|2028s|P10092
G4B_01007,150.28462,2.27883,0.0,0.0,LRGDEFL2B,tierA|vd=175+-9|z=0.122|ACSWFC|2028s|P9822
G4B_01008,150.55741,1.89601,0.0,0.0,LRGDEFL2B,tierA|vd=174+-9|z=0.124|ACSWFC|2028s|P10092
G4B_01009,150.05438,1.99965,0.0,0.0,LRGDEFL2B,tierA|vd=173+-7|z=0.078|ACSWFC|2028s|P9822
G4B_01010,149.55600,2.52001,0.0,0.0,LRGDEFL2B,tierA|vd=173+-33|z=0.486|ACSWFC|2028s|P10092
G4B_01011,150.55483,2.02512,0.0,0.0,LRGDEFL2B,tierA|vd=172+-10|z=0.196|ACSWFC|2028s|P10092
G4B_01012,149.68306,1.88888,0.0,0.0,LRGDEFL2B,tierA|vd=168+-31|z=0.532|ACSWFC|2028s|P9822
G4B_01013,150.42439,2.42210,0.0,0.0,LRGDEFL2B,tierA|vd=168+-9|z=0.123|ACSWFC|2028s|P9822
G4B_01014,149.93254,2.75627,0.0,0.0,LRGDEFL2B,tierA|vd=167+-7|z=0.103|ACSWFC|2028s|P10092
G4B_01015,150.42494,2.06615,0.0,0.0,LRGDEFL2B,tierA|vd=167+-8|z=0.125|ACSWFC|2028s|P9822
G4B_01016,150.65749,2.74222,0.0,0.0,LRGDEFL2B,tierA|vd=163+-7|z=0.103|ACSWFC|2028s|P10092
G4B_01017,150.41312,2.40988,0.0,0.0,LRGDEFL2B,tierA|vd=162+-31|z=0.385|ACSWFC|2028s|P9822
G4B_01018,150.37770,2.44006,0.0,0.0,LRGDEFL2B,tierA|vd=162+-9|z=0.123|ACSWFC|2028s|P9822
G4B_01019,149.72002,2.43422,0.0,0.0,LRGDEFL2B,tierA|vd=161+-9|z=0.125|ACSWFC|2028s|P10092
G4B_01020,150.37261,1.60936,0.0,0.0,LRGDEFL2B,tierA|vd=161+-8|z=0.104|ACSWFC|2028s|P10092
G4B_01021,150.59438,2.43252,0.0,0.0,LRGDEFL2B,tierA|vd=161+-9|z=0.124|ACSWFC|2028s|P9822
G4B_01022,150.33152,1.92124,0.0,0.0,LRGDEFL2B,tierA|vd=160+-12|z=0.099|ACSWFC|2028s|P9822
G4B_01023,150.62562,2.70344,0.0,0.0,LRGDEFL2B,tierA|vd=160+-14|z=0.213|ACSWFC|2028s|P10092
G4B_01024,150.21910,2.40751,0.0,0.0,LRGDEFL2B,tierA|vd=160+-10|z=0.122|ACSWFC|2028s|P9822
G4B_01025,150.50033,1.81865,0.0,0.0,LRGDEFL2B,tierA|vd=158+-23|z=0.310|ACSWFC|2028s|P9822
G4B_01026,150.52333,2.28822,0.0,0.0,LRGDEFL2B,tierA|vd=156+-11|z=0.196|ACSWFC|2028s|P9822
G4B_01027,150.77014,2.41921,0.0,0.0,LRGDEFL2B,tierA|vd=152+-10|z=0.178|ACSWFC|2028s|P10092
G4B_01028,149.74388,2.24973,0.0,0.0,LRGDEFL2B,tierA|vd=149+-9|z=0.133|ACSWFC|2028s|P9822
G4B_01029,150.59842,2.19234,0.0,0.0,LRGDEFL2B,tierA|vd=147+-19|z=0.122|ACSWFC|2028s|P10092
G4B_01030,149.47483,1.95826,0.0,0.0,LRGDEFL2B,tierA|vd=146+-13|z=0.108|ACSWFC|2028s|P10092
G4B_01031,149.94514,2.82049,0.0,0.0,LRGDEFL2B,tierA|vd=143+-9|z=0.104|ACSWFC|2028s|P10092
G4B_01032,150.63902,2.64248,0.0,0.0,LRGDEFL2B,tierA|vd=142+-9|z=0.104|ACSWFC|2028s|P10092
G4B_01033,150.50077,2.86220,0.0,0.0,LRGDEFL2B,tierA|vd=140+-9|z=0.103|ACSWFC|2028s|P10092
G4B_01034,149.71704,1.62028,0.0,0.0,LRGDEFL2B,tierA|vd=140+-11|z=0.100|ACSWFC|2028s|P10092
G4B_01035,150.32616,2.73934,0.0,0.0,LRGDEFL2B,tierA|vd=140+-27|z=0.503|ACSWFC|2028s|P10092
G4B_01036,150.03327,1.70346,0.0,0.0,LRGDEFL2B,tierA|vd=139+-8|z=0.092|ACSWFC|2028s|P10092
G4B_01037,150.61145,1.68102,0.0,0.0,LRGDEFL2B,tierA|vd=139+-22|z=0.248|ACSWFC|2028s|P10092
G4B_01038,149.89418,1.82345,0.0,0.0,LRGDEFL2B,tierA|vd=139+-17|z=0.133|ACSWFC|2028s|P10092
G4B_01039,149.53425,2.49308,0.0,0.0,LRGDEFL2B,tierA|vd=135+-7|z=0.091|ACSWFC|2028s|P10092
G4B_01040,150.62113,2.54608,0.0,0.0,LRGDEFL2B,tierA|vd=134+-17|z=0.212|ACSWFC|2028s|P9822
G4B_01041,150.55034,2.62884,0.0,0.0,LRGDEFL2B,tierA|vd=130+-7|z=0.114|ACSWFC|2028s|P10092
G4B_01042,149.56234,2.30507,0.0,0.0,LRGDEFL2B,tierA|vd=129+-11|z=0.124|ACSWFC|2028s|P10092
G4B_01043,150.35590,2.52924,0.0,0.0,LRGDEFL2B,tierA|vd=126+-11|z=0.121|ACSWFC|2028s|P9822
G4B_01044,150.48322,1.77817,0.0,0.0,LRGDEFL2B,tierA|vd=126+-17|z=0.228|ACSWFC|2028s|P9822
G4B_01045,150.03395,2.71876,0.0,0.0,LRGDEFL2B,tierA|vd=121+-14|z=0.130|ACSWFC|2028s|P10092
G4B_01046,150.13800,2.29165,0.0,0.0,LRGDEFL2B,tierA|vd=120+-16|z=0.185|ACSWFC|2028s|P9822
G4B_01047,0.66168,16.01761,0.0,0.0,LRGDEFL2B,tierA|vd=129+-11|z=0.115|ACSWFC|2027s|P12213
G4B_01048,352.22680,0.13269,0.0,0.0,LRGDEFL2B,tierA|vd=222+-29|z=0.461|ACSWFC|2020s|P--
G4B_01049,37.19541,0.42968,0.0,0.0,LRGDEFL2B,tierA|vd=187+-15|z=0.262|ACSWFC|2020s|P--
G4B_01050,352.19290,0.15804,0.0,0.0,LRGDEFL2B,tierA|vd=184+-28|z=0.488|ACSWFC|2020s|P--
G4B_01051,257.58095,58.63916,0.0,0.0,LRGDEFL2B,tierA|vd=233+-21|z=0.392|ACSWFC|2000s|P10858
G4B_01052,240.75654,43.38706,0.0,0.0,LRGDEFL2B,tierA|vd=204+-12|z=0.132|ACSWFC|1998s|P11003
G4B_01053,241.04172,43.44167,0.0,0.0,LRGDEFL2B,tierA|vd=159+-27|z=0.486|ACSWFC|1998s|P11003
G4B_01054,241.05310,43.44113,0.0,0.0,LRGDEFL2B,tierA|vd=122+-5|z=0.061|ACSWFC|1998s|P11003
G4B_01055,215.00111,53.12516,0.0,0.0,LRGDEFL2B,tierA|vd=222+-24|z=0.354|ACSWFC|1996s|P13063
G4B_01056,215.05225,53.12486,0.0,0.0,LRGDEFL2B,tierA|vd=146+-12|z=0.116|ACSWFC|1996s|P13063
G4B_01057,34.43568,-5.25615,0.0,0.0,LRGDEFL2B,tierA|vd=226+-32|z=0.494|ACSWFC|1994s|P12461
G4B_01058,175.25962,0.11150,0.0,0.0,LRGDEFL2B,tierA|vd=237+-23|z=0.435|WFC3UVIS|1980s|P17710
G4B_01059,154.21845,47.09399,0.0,0.0,LRGDEFL2B,tierA|vd=209+-11|z=0.164|WFC3UVIS|1977s|P17147
G4B_01060,232.79284,34.26434,0.0,0.0,LRGDEFL2B,tierA|vd=205+-33|z=0.328|WFC3UVIS|1964s|P--
G4B_01061,232.81146,34.22449,0.0,0.0,LRGDEFL2B,tierA|vd=177+-29|z=0.341|WFC3UVIS|1964s|P--
G4B_01062,232.79950,34.23518,0.0,0.0,LRGDEFL2B,tierA|vd=166+-28|z=0.339|WFC3UVIS|1964s|P--
G4B_01063,232.80172,34.21848,0.0,0.0,LRGDEFL2B,tierA|vd=144+-21|z=0.337|WFC3UVIS|1964s|P--
G4B_01064,216.54752,34.88385,0.0,0.0,LRGDEFL2B,tierA|vd=243+-9|z=0.076|ACSWFC|1960s|P10890
G4B_01065,219.32593,34.25347,0.0,0.0,LRGDEFL2B,tierA|vd=230+-24|z=0.539|ACSWFC|1960s|P10890
G4B_01066,216.70623,33.01923,0.0,0.0,LRGDEFL2B,tierA|vd=223+-31|z=0.486|ACSWFC|1960s|P10890
G4B_01067,219.34125,34.23464,0.0,0.0,LRGDEFL2B,tierA|vd=218+-24|z=0.543|ACSWFC|1960s|P10890
G4B_01068,218.13100,33.76430,0.0,0.0,LRGDEFL2B,tierA|vd=199+-24|z=0.500|ACSWFC|1960s|P10890
G4B_01069,219.35366,34.24227,0.0,0.0,LRGDEFL2B,tierA|vd=198+-30|z=0.397|ACSWFC|1960s|P10890
G4B_01070,216.59832,34.86926,0.0,0.0,LRGDEFL2B,tierA|vd=184+-28|z=0.472|ACSWFC|1960s|P10890
G4B_01071,219.33946,34.21908,0.0,0.0,LRGDEFL2B,tierA|vd=178+-27|z=0.398|ACSWFC|1960s|P10890
G4B_01072,183.08754,27.57530,0.0,0.0,LRGDEFL2B,tierA|vd=187+-19|z=0.351|ACSWFC|1934s|P15959
G4B_01073,211.83312,55.10044,0.0,0.0,LRGDEFL2B,tierA|vd=218+-33|z=0.332|ACSWFC|1930s|P--
G4B_01074,211.89269,55.11151,0.0,0.0,LRGDEFL2B,tierA|vd=197+-9|z=0.132|ACSWFC|1930s|P--
G4B_01075,28.70477,-7.21372,0.0,0.0,LRGDEFL2B,tierA|vd=173+-26|z=0.470|ACSWFC|1924s|P17815
G4B_01076,149.69535,2.60579,0.0,0.0,LRGDEFL2B,tierA|vd=132+-19|z=0.270|ACSWFC|1916s|P10092
G4B_01077,150.39020,55.91168,0.0,0.0,LRGDEFL2B,tierA|vd=142+-21|z=0.358|ACSWFC|1880s|P10569
G4B_01078,177.83637,54.02155,0.0,0.0,LRGDEFL2B,tierA|vd=241+-38|z=0.524|ACSWFC|1860s|P10412
G4B_01079,177.81048,53.99886,0.0,0.0,LRGDEFL2B,tierA|vd=163+-23|z=0.365|ACSWFC|1860s|P10412
G4B_01080,254.21376,38.36752,0.0,0.0,LRGDEFL2B,tierA|vd=234+-12|z=0.203|ACSWFC|1840s|P10412
G4B_01081,127.53263,37.99088,0.0,0.0,LRGDEFL2B,tierA|vd=192+-27|z=0.413|ACSWFC|1840s|P10412
G4B_01082,126.29087,47.27147,0.0,0.0,LRGDEFL2B,tierA|vd=237+-8|z=0.149|ACSWFC|1820s|P10412
G4B_01083,31.72752,1.35035,0.0,0.0,LRGDEFL2B,tierA|vd=241+-14|z=0.213|WFC3UVIS|1800s|P11905
G4B_01084,221.53494,3.89697,0.0,0.0,LRGDEFL2B,tierA|vd=238+-8|z=0.158|WFC3UVIS|1800s|P--
G4B_01085,174.51501,16.52711,0.0,0.0,LRGDEFL2B,tierA|vd=232+-12|z=0.243|WFC3UVIS|1800s|P13556
G4B_01086,241.11572,35.64168,0.0,0.0,LRGDEFL2B,tierA|vd=229+-33|z=0.480|WFC3UVIS|1800s|P12342
G4B_01087,343.41915,13.97251,0.0,0.0,LRGDEFL2B,tierA|vd=227+-8|z=0.125|WFC3UVIS|1800s|P12342
G4B_01088,34.39902,-4.83116,0.0,0.0,LRGDEFL2B,tierA|vd=223+-30|z=0.434|WFC3UVIS|1800s|P13074
G4B_01089,240.78247,57.50106,0.0,0.0,LRGDEFL2B,tierA|vd=220+-14|z=0.232|WFC3UVIS|1800s|P13076
G4B_01090,186.39065,48.12758,0.0,0.0,LRGDEFL2B,tierA|vd=208+-17|z=0.245|WFC3UVIS|1800s|P13556
G4B_01091,192.12471,44.89672,0.0,0.0,LRGDEFL2B,tierA|vd=207+-30|z=0.522|WFC3UVIS|1800s|P12689
G4B_01092,137.56596,10.16237,0.0,0.0,LRGDEFL2B,tierA|vd=200+-32|z=0.535|WFC3UVIS|1800s|P13074
G4B_01093,224.31987,22.47417,0.0,0.0,LRGDEFL2B,tierA|vd=199+-6|z=0.083|WFC3UVIS|1800s|P13076
G4B_01094,164.06454,42.32646,0.0,0.0,LRGDEFL2B,tierA|vd=193+-32|z=0.423|WFC3UVIS|1800s|P13074
G4B_01095,24.53646,20.29931,0.0,0.0,LRGDEFL2B,tierA|vd=187+-15|z=0.308|WFC3UVIS|1800s|P13073
G4B_01096,236.29947,11.90057,0.0,0.0,LRGDEFL2B,tierA|vd=185+-7|z=0.152|WFC3UVIS|1800s|P13074
G4B_01097,240.78174,57.48384,0.0,0.0,LRGDEFL2B,tierA|vd=179+-30|z=0.531|WFC3UVIS|1800s|P13076
G4B_01098,31.70048,0.82324,0.0,0.0,LRGDEFL2B,tierA|vd=177+-33|z=0.517|WFC3UVIS|1800s|P12342
G4B_01099,151.71281,46.77351,0.0,0.0,LRGDEFL2B,tierA|vd=174+-32|z=0.543|WFC3UVIS|1800s|P12689
G4B_01100,31.67902,0.82196,0.0,0.0,LRGDEFL2B,tierA|vd=172+-27|z=0.544|WFC3UVIS|1800s|P12342
G4B_01101,28.96451,-8.93305,0.0,0.0,LRGDEFL2B,tierA|vd=165+-15|z=0.165|WFC3UVIS|1800s|P11905
G4B_01102,25.95527,-0.81528,0.0,0.0,LRGDEFL2B,tierA|vd=160+-19|z=0.141|WFC3UVIS|1800s|P13074
G4B_01103,214.24617,52.73050,0.0,0.0,LRGDEFL2B,tierA|vd=156+-9|z=0.074|WFC3UVIS|1800s|P12342
G4B_01104,1.99028,0.84825,0.0,0.0,LRGDEFL2B,tierA|vd=151+-12|z=0.103|WFC3UVIS|1800s|P12342
G4B_01105,49.14331,-0.67936,0.0,0.0,LRGDEFL2B,tierA|vd=142+-14|z=0.116|WFC3UVIS|1800s|P11905
G4B_01106,343.40511,13.94132,0.0,0.0,LRGDEFL2B,tierA|vd=140+-8|z=0.104|WFC3UVIS|1800s|P12342
G4B_01107,38.72897,-8.71010,0.0,0.0,LRGDEFL2B,tierA|vd=139+-9|z=0.096|WFC3UVIS|1800s|P13076
G4B_01108,0.82681,-0.39338,0.0,0.0,LRGDEFL2B,tierA|vd=139+-20|z=0.291|WFC3UVIS|1800s|P12689
G4B_01109,49.10242,-0.68020,0.0,0.0,LRGDEFL2B,tierA|vd=137+-20|z=0.317|WFC3UVIS|1800s|P11905
G4B_01110,120.40073,46.49204,0.0,0.0,LRGDEFL2B,tierA|vd=133+-10|z=0.113|WFC3UVIS|1800s|P12689
G4B_01111,151.35447,1.50363,0.0,0.0,LRGDEFL2B,tierA|vd=121+-7|z=0.099|WFC3UVIS|1800s|P12342
G4B_01112,215.80784,0.04442,0.0,0.0,LRGDEFL2B,tierA|vd=121+-11|z=0.055|WFC3UVIS|1800s|P13074
G4B_01113,44.54289,-8.95532,0.0,0.0,LRGDEFL2B,tierA|vd=188+-9|z=0.079|WFC3UVIS|1770s|P--
G4B_01114,10.93777,0.88585,0.0,0.0,LRGDEFL2B,tierA|vd=216+-29|z=0.477|ACSWFC|1760s|P--
G4B_01115,123.87523,29.64231,0.0,0.0,LRGDEFL2B,tierA|vd=162+-5|z=0.087|WFC3UVIS|1670s|P--
G4B_01116,19.95530,14.84220,0.0,0.0,LRGDEFL2B,tierA|vd=162+-13|z=0.130|ACSWFC|1660s|P--
G4B_01117,19.96332,14.84017,0.0,0.0,LRGDEFL2B,tierA|vd=145+-5|z=0.054|ACSWFC|1660s|P--
G4B_01118,210.72019,54.40913,0.0,0.0,LRGDEFL2B,tierA|vd=189+-11|z=0.099|WFC3UVIS|1659s|P13935
G4B_01119,149.09274,68.93842,0.0,0.0,LRGDEFL2B,tierA|vd=134+-9|z=0.120|ACSWFC|1650s|P10250
G4B_01120,162.90049,28.27000,0.0,0.0,LRGDEFL2B,tierA|vd=223+-30|z=0.519|ACSWFC|1648s|P--
G4B_01121,211.87801,50.50455,0.0,0.0,LRGDEFL2B,tierA|vd=188+-17|z=0.149|ACSWFC|1648s|P--
G4B_01122,37.10243,-1.14983,0.0,0.0,LRGDEFL2B,tierA|vd=144+-8|z=0.070|ACSWFC|1604s|P--
G4B_01123,148.80959,17.53626,0.0,0.0,LRGDEFL2B,tierA|vd=223+-43|z=0.511|ACSWFC|1600s|P--
G4B_01124,190.43297,32.29948,0.0,0.0,LRGDEFL2B,tierA|vd=171+-12|z=0.160|WFC3UVIS|1600s|P--
G4B_01125,27.89846,22.29911,0.0,0.0,LRGDEFL2B,tierA|vd=170+-10|z=0.067|ACSWFC|1588s|P--
G4B_01126,218.14593,34.67956,0.0,0.0,LRGDEFL2B,tierA|vd=157+-22|z=0.526|ACSWFC|1525s|P11597
G4B_01127,161.71768,11.83888,0.0,0.0,LRGDEFL2B,tierA|vd=220+-18|z=0.054|ACSWFC|1514s|P9299
G4B_01128,151.65771,23.63242,0.0,0.0,LRGDEFL2B,tierA|vd=195+-9|z=0.193|WFC3UVIS|1500s|P--
G4B_01129,132.59263,44.79418,0.0,0.0,LRGDEFL2B,tierA|vd=191+-25|z=0.387|WFC3UVIS|1500s|P--
G4B_01130,183.86277,36.35704,0.0,0.0,LRGDEFL2B,tierA|vd=230+-15|z=0.174|WFC3UVIS|1450s|P14786
G4B_01131,8.47143,-7.86954,0.0,0.0,LRGDEFL2B,tierA|vd=249+-20|z=0.302|ACSWFC|1440s|P--
G4B_01132,17.54139,32.17612,0.0,0.0,LRGDEFL2B,tierA|vd=249+-30|z=0.337|ACSWFC|1440s|P--
G4B_01133,189.24419,63.18724,0.0,0.0,LRGDEFL2B,tierA|vd=248+-23|z=0.301|ACSWFC|1440s|P12166
G4B_01134,349.23049,-0.19664,0.0,0.0,LRGDEFL2B,tierA|vd=248+-28|z=0.547|ACSWFC|1440s|P--
G4B_01135,8.46373,-7.83762,0.0,0.0,LRGDEFL2B,tierA|vd=247+-16|z=0.305|ACSWFC|1440s|P--
G4B_01136,200.88070,30.39316,0.0,0.0,LRGDEFL2B,tierA|vd=245+-32|z=0.457|ACSWFC|1440s|P--
G4B_01137,223.11282,8.58190,0.0,0.0,LRGDEFL2B,tierA|vd=242+-24|z=0.396|ACSWFC|1440s|P10626
G4B_01138,323.81154,-1.03764,0.0,0.0,LRGDEFL2B,tierA|vd=241+-31|z=0.327|ACSWFC|1440s|P12884
G4B_01139,17.52906,32.17459,0.0,0.0,LRGDEFL2B,tierA|vd=241+-23|z=0.341|ACSWFC|1440s|P--
G4B_01140,8.62989,2.41326,0.0,0.0,LRGDEFL2B,tierA|vd=240+-20|z=0.375|ACSWFC|1440s|P12884
G4B_01141,171.15921,43.85972,0.0,0.0,LRGDEFL2B,tierA|vd=235+-47|z=0.367|ACSWFC|1440s|P12884
G4B_01142,194.51391,47.04236,0.0,0.0,LRGDEFL2B,tierA|vd=234+-24|z=0.341|ACSWFC|1440s|P12166
G4B_01143,200.88291,30.36554,0.0,0.0,LRGDEFL2B,tierA|vd=234+-40|z=0.460|ACSWFC|1440s|P--
G4B_01144,329.02853,1.40941,0.0,0.0,LRGDEFL2B,tierA|vd=234+-14|z=0.214|ACSWFC|1440s|P--
G4B_01145,323.78460,-1.06888,0.0,0.0,LRGDEFL2B,tierA|vd=233+-37|z=0.327|ACSWFC|1440s|P12884
G4B_01146,243.94501,30.95707,0.0,0.0,LRGDEFL2B,tierA|vd=233+-36|z=0.417|ACSWFC|1440s|P10626
G4B_01147,323.78266,-1.06063,0.0,0.0,LRGDEFL2B,tierA|vd=232+-36|z=0.323|ACSWFC|1440s|P12884
G4B_01148,175.59083,58.55300,0.0,0.0,LRGDEFL2B,tierA|vd=232+-17|z=0.333|ACSWFC|1440s|P--
G4B_01149,202.38968,28.89970,0.0,0.0,LRGDEFL2B,tierA|vd=231+-30|z=0.451|ACSWFC|1440s|P--
G4B_01150,224.75366,10.39455,0.0,0.0,LRGDEFL2B,tierA|vd=230+-26|z=0.313|ACSWFC|1440s|P--
G4B_01151,340.49342,17.53980,0.0,0.0,LRGDEFL2B,tierA|vd=229+-18|z=0.302|ACSWFC|1440s|P12884
G4B_01152,194.50874,47.04839,0.0,0.0,LRGDEFL2B,tierA|vd=228+-23|z=0.339|ACSWFC|1440s|P12166
G4B_01153,17.54330,32.15887,0.0,0.0,LRGDEFL2B,tierA|vd=228+-32|z=0.327|ACSWFC|1440s|P--
G4B_01154,131.35373,3.45504,0.0,0.0,LRGDEFL2B,tierA|vd=228+-21|z=0.342|ACSWFC|1440s|P12166
G4B_01155,175.56519,58.51947,0.0,0.0,LRGDEFL2B,tierA|vd=227+-18|z=0.333|ACSWFC|1440s|P--
G4B_01156,200.88109,30.37356,0.0,0.0,LRGDEFL2B,tierA|vd=226+-35|z=0.460|ACSWFC|1440s|P--
G4B_01157,8.73651,2.56493,0.0,0.0,LRGDEFL2B,tierA|vd=225+-24|z=0.380|ACSWFC|1440s|P12884
G4B_01158,175.56649,58.52697,0.0,0.0,LRGDEFL2B,tierA|vd=225+-25|z=0.319|ACSWFC|1440s|P--
G4B_01159,17.55068,32.19467,0.0,0.0,LRGDEFL2B,tierA|vd=222+-28|z=0.333|ACSWFC|1440s|P--
G4B_01160,341.35783,28.13771,0.0,0.0,LRGDEFL2B,tierA|vd=221+-43|z=0.347|ACSWFC|1440s|P12884
G4B_01161,173.30655,50.14575,0.0,0.0,LRGDEFL2B,tierA|vd=219+-26|z=0.390|ACSWFC|1440s|P12166
G4B_01162,170.59686,24.39192,0.0,0.0,LRGDEFL2B,tierA|vd=216+-17|z=0.293|ACSWFC|1440s|P--
G4B_01163,194.50431,47.04574,0.0,0.0,LRGDEFL2B,tierA|vd=214+-20|z=0.350|ACSWFC|1440s|P12166
G4B_01164,202.05031,52.72185,0.0,0.0,LRGDEFL2B,tierA|vd=212+-34|z=0.320|ACSWFC|1440s|P--
G4B_01165,223.26675,58.06767,0.0,0.0,LRGDEFL2B,tierA|vd=211+-31|z=0.328|ACSWFC|1440s|P12166
G4B_01166,341.33483,28.11735,0.0,0.0,LRGDEFL2B,tierA|vd=209+-21|z=0.339|ACSWFC|1440s|P12884
G4B_01167,245.06666,29.48872,0.0,0.0,LRGDEFL2B,tierA|vd=209+-5|z=0.061|ACSWFC|1440s|P10626
G4B_01168,151.73024,32.00024,0.0,0.0,LRGDEFL2B,tierA|vd=209+-22|z=0.347|ACSWFC|1440s|P12166
G4B_01169,173.29117,50.13861,0.0,0.0,LRGDEFL2B,tierA|vd=208+-26|z=0.390|ACSWFC|1440s|P12166
G4B_01170,329.04925,1.40773,0.0,0.0,LRGDEFL2B,tierA|vd=207+-19|z=0.211|ACSWFC|1440s|P--
G4B_01171,229.66932,8.75202,0.0,0.0,LRGDEFL2B,tierA|vd=204+-34|z=0.456|ACSWFC|1440s|P10626
G4B_01172,8.74911,2.58085,0.0,0.0,LRGDEFL2B,tierA|vd=203+-35|z=0.385|ACSWFC|1440s|P12884
G4B_01173,8.61611,2.43112,0.0,0.0,LRGDEFL2B,tierA|vd=202+-24|z=0.387|ACSWFC|1440s|P12884
G4B_01174,189.29866,63.19268,0.0,0.0,LRGDEFL2B,tierA|vd=199+-26|z=0.302|ACSWFC|1440s|P12166
G4B_01175,194.50065,47.05290,0.0,0.0,LRGDEFL2B,tierA|vd=198+-26|z=0.347|ACSWFC|1440s|P12166
G4B_01176,223.11314,8.56805,0.0,0.0,LRGDEFL2B,tierA|vd=198+-22|z=0.306|ACSWFC|1440s|P10626
G4B_01177,194.52222,47.04287,0.0,0.0,LRGDEFL2B,tierA|vd=197+-9|z=0.107|ACSWFC|1440s|P12166
G4B_01178,186.23443,12.36379,0.0,0.0,LRGDEFL2B,tierA|vd=196+-14|z=0.363|ACSWFC|1440s|P17510
G4B_01179,131.37686,3.43926,0.0,0.0,LRGDEFL2B,tierA|vd=196+-23|z=0.329|ACSWFC|1440s|P12166
G4B_01180,171.10607,43.87125,0.0,0.0,LRGDEFL2B,tierA|vd=195+-33|z=0.369|ACSWFC|1440s|P12884
G4B_01181,17.52663,32.15995,0.0,0.0,LRGDEFL2B,tierA|vd=194+-26|z=0.329|ACSWFC|1440s|P--
G4B_01182,223.22053,58.05694,0.0,0.0,LRGDEFL2B,tierA|vd=191+-27|z=0.317|ACSWFC|1440s|P12166
G4B_01183,8.46899,-7.86653,0.0,0.0,LRGDEFL2B,tierA|vd=189+-28|z=0.309|ACSWFC|1440s|P--
G4B_01184,223.24799,58.04255,0.0,0.0,LRGDEFL2B,tierA|vd=186+-33|z=0.525|ACSWFC|1440s|P12166
G4B_01185,194.50040,47.04069,0.0,0.0,LRGDEFL2B,tierA|vd=186+-31|z=0.331|ACSWFC|1440s|P12166
G4B_01186,200.90290,30.36883,0.0,0.0,LRGDEFL2B,tierA|vd=183+-24|z=0.472|ACSWFC|1440s|P--
G4B_01187,175.60626,58.53267,0.0,0.0,LRGDEFL2B,tierA|vd=182+-28|z=0.339|ACSWFC|1440s|P--
G4B_01188,223.24947,58.04802,0.0,0.0,LRGDEFL2B,tierA|vd=182+-31|z=0.328|ACSWFC|1440s|P12166
G4B_01189,151.73855,32.01245,0.0,0.0,LRGDEFL2B,tierA|vd=178+-26|z=0.406|ACSWFC|1440s|P12166
G4B_01190,189.24492,63.19281,0.0,0.0,LRGDEFL2B,tierA|vd=176+-30|z=0.291|ACSWFC|1440s|P12166
G4B_01191,175.62917,58.51410,0.0,0.0,LRGDEFL2B,tierA|vd=176+-21|z=0.326|ACSWFC|1440s|P--
G4B_01192,8.45849,-7.83883,0.0,0.0,LRGDEFL2B,tierA|vd=174+-19|z=0.316|ACSWFC|1440s|P--
G4B_01193,17.51803,32.17118,0.0,0.0,LRGDEFL2B,tierA|vd=170+-29|z=0.331|ACSWFC|1440s|P--
G4B_01194,329.03048,1.38411,0.0,0.0,LRGDEFL2B,tierA|vd=164+-18|z=0.216|ACSWFC|1440s|P--
G4B_01195,173.32570,50.13365,0.0,0.0,LRGDEFL2B,tierA|vd=163+-21|z=0.356|ACSWFC|1440s|P12166
G4B_01196,323.81536,-1.06329,0.0,0.0,LRGDEFL2B,tierA|vd=160+-20|z=0.327|ACSWFC|1440s|P12884
