name,ra_deg,dec_deg,theta_E_pub,q_pub,survey,src_table
G4B_00201,220.19350,53.48779,0.0,0.0,LRGDEFL2B,tierA|vd=283+-53|z=0.527|WFC3UVIS|1800s|P13556
G4B_00202,133.61914,50.45270,0.0,0.0,LRGDEFL2B,tierA|vd=281+-13|z=0.180|WFC3UVIS|1800s|P12342
G4B_00203,152.42582,30.02360,0.0,0.0,LRGDEFL2B,tierA|vd=267+-47|z=0.372|WFC3UVIS|1800s|P11905
G4B_00204,165.78955,36.35483,0.0,0.0,LRGDEFL2B,tierA|vd=267+-34|z=0.493|WFC3UVIS|1800s|P12689
G4B_00205,139.82995,55.31789,0.0,0.0,LRGDEFL2B,tierA|vd=261+-24|z=0.225|WFC3UVIS|1800s|P12342
G4B_00206,10.90328,0.87700,0.0,0.0,LRGDEFL2B,tierA|vd=267+-46|z=0.386|ACSWFC|1760s|P--
G4B_00207,39.93475,-1.55227,0.0,0.0,LRGDEFL2B,tierA|vd=314+-23|z=0.367|ACSWFC|1640s|P16757
G4B_00208,149.59681,2.14980,0.0,0.0,LRGDEFL2B,tierA|vd=251+-24|z=0.283|ACSWFC|1639s|P13641
G4B_00209,190.43720,32.28179,0.0,0.0,LRGDEFL2B,tierA|vd=300+-28|z=0.398|WFC3UVIS|1600s|P--
G4B_00210,163.15454,36.68583,0.0,0.0,LRGDEFL2B,tierA|vd=384+-37|z=0.369|WFC3UVIS|1560s|P--
G4B_00211,163.15649,36.68343,0.0,0.0,LRGDEFL2B,tierA|vd=369+-64|z=0.372|WFC3UVIS|1560s|P--
G4B_00212,162.97213,15.99696,0.0,0.0,LRGDEFL2B,tierA|vd=276+-8|z=0.097|WFC3UVIS|1460s|P--
G4B_00213,8.60825,2.42366,0.0,0.0,LRGDEFL2B,tierA|vd=400+-28|z=0.382|ACSWFC|1440s|P12884
G4B_00214,186.66169,21.88964,0.0,0.0,LRGDEFL2B,tierA|vd=385+-65|z=0.434|ACSWFC|1440s|P12166
G4B_00215,194.51501,47.03580,0.0,0.0,LRGDEFL2B,tierA|vd=379+-43|z=0.334|ACSWFC|1440s|P12166
G4B_00216,151.72167,32.00309,0.0,0.0,LRGDEFL2B,tierA|vd=369+-59|z=0.399|ACSWFC|1440s|P12166
G4B_00217,223.23958,58.04865,0.0,0.0,LRGDEFL2B,tierA|vd=367+-32|z=0.321|ACSWFC|1440s|P12166
G4B_00218,223.11400,8.58844,0.0,0.0,LRGDEFL2B,tierA|vd=353+-33|z=0.397|ACSWFC|1440s|P10626
G4B_00219,200.89214,30.38033,0.0,0.0,LRGDEFL2B,tierA|vd=351+-40|z=0.462|ACSWFC|1440s|P--
G4B_00220,8.74085,2.55883,0.0,0.0,LRGDEFL2B,tierA|vd=347+-39|z=0.384|ACSWFC|1440s|P12884
G4B_00221,323.80107,-1.04826,0.0,0.0,LRGDEFL2B,tierA|vd=344+-67|z=0.328|ACSWFC|1440s|P12884
G4B_00222,227.80154,10.02232,0.0,0.0,LRGDEFL2B,tierA|vd=337+-59|z=0.416|ACSWFC|1440s|P10626
G4B_00223,245.34925,38.17905,0.0,0.0,LRGDEFL2B,tierA|vd=334+-38|z=0.462|ACSWFC|1440s|P12166
G4B_00224,199.80066,-2.11974,0.0,0.0,LRGDEFL2B,tierA|vd=330+-50|z=0.473|ACSWFC|1440s|P10626
G4B_00225,131.36570,3.46080,0.0,0.0,LRGDEFL2B,tierA|vd=328+-24|z=0.329|ACSWFC|1440s|P12166
G4B_00226,151.72783,32.02545,0.0,0.0,LRGDEFL2B,tierA|vd=327+-29|z=0.398|ACSWFC|1440s|P12166
G4B_00227,27.58864,-10.09181,0.0,0.0,LRGDEFL2B,tierA|vd=324+-44|z=0.365|ACSWFC|1440s|P12884
G4B_00228,341.36561,28.15022,0.0,0.0,LRGDEFL2B,tierA|vd=324+-15|z=0.344|ACSWFC|1440s|P12884
G4B_00229,175.60325,58.53488,0.0,0.0,LRGDEFL2B,tierA|vd=310+-11|z=0.322|ACSWFC|1440s|P--
G4B_00230,200.91084,30.37146,0.0,0.0,LRGDEFL2B,tierA|vd=308+-32|z=0.464|ACSWFC|1440s|P--
G4B_00231,175.61124,58.52912,0.0,0.0,LRGDEFL2B,tierA|vd=306+-41|z=0.321|ACSWFC|1440s|P--
G4B_00232,341.35035,28.15520,0.0,0.0,LRGDEFL2B,tierA|vd=306+-26|z=0.346|ACSWFC|1440s|P12884
G4B_00233,151.73209,31.99302,0.0,0.0,LRGDEFL2B,tierA|vd=292+-19|z=0.397|ACSWFC|1440s|P12166
G4B_00234,175.60941,58.54535,0.0,0.0,LRGDEFL2B,tierA|vd=285+-21|z=0.334|ACSWFC|1440s|P--
G4B_00235,8.73653,2.55527,0.0,0.0,LRGDEFL2B,tierA|vd=284+-21|z=0.385|ACSWFC|1440s|P12884
G4B_00236,139.03764,-0.37398,0.0,0.0,LRGDEFL2B,tierA|vd=283+-27|z=0.330|ACSWFC|1440s|P12166
G4B_00237,221.85843,8.47365,0.0,0.0,LRGDEFL2B,tierA|vd=281+-23|z=0.375|ACSWFC|1440s|P12884
G4B_00238,139.03846,-0.40449,0.0,0.0,LRGDEFL2B,tierA|vd=280+-31|z=0.329|ACSWFC|1440s|P12166
G4B_00239,341.33817,28.11845,0.0,0.0,LRGDEFL2B,tierA|vd=280+-24|z=0.340|ACSWFC|1440s|P12884
G4B_00240,139.07315,-0.40155,0.0,0.0,LRGDEFL2B,tierA|vd=279+-28|z=0.318|ACSWFC|1440s|P--
G4B_00241,8.75116,2.54118,0.0,0.0,LRGDEFL2B,tierA|vd=277+-34|z=0.455|ACSWFC|1440s|P12884
G4B_00242,227.79441,10.03698,0.0,0.0,LRGDEFL2B,tierA|vd=275+-31|z=0.417|ACSWFC|1440s|P10626
G4B_00243,228.27775,6.19206,0.0,0.0,LRGDEFL2B,tierA|vd=275+-9|z=0.174|ACSWFC|1440s|P--
G4B_00244,175.59597,58.51234,0.0,0.0,LRGDEFL2B,tierA|vd=272+-19|z=0.324|ACSWFC|1440s|P--
G4B_00245,142.08832,36.77450,0.0,0.0,LRGDEFL2B,tierA|vd=271+-37|z=0.393|ACSWFC|1440s|P10626
G4B_00246,323.80063,-1.05587,0.0,0.0,LRGDEFL2B,tierA|vd=266+-23|z=0.337|ACSWFC|1440s|P12884
G4B_00247,189.23928,63.18772,0.0,0.0,LRGDEFL2B,tierA|vd=263+-25|z=0.299|ACSWFC|1440s|P12166
G4B_00248,175.61577,58.50898,0.0,0.0,LRGDEFL2B,tierA|vd=260+-15|z=0.321|ACSWFC|1440s|P12166
G4B_00249,175.59652,58.51518,0.0,0.0,LRGDEFL2B,tierA|vd=259+-22|z=0.327|ACSWFC|1440s|P--
G4B_00250,17.52998,32.18019,0.0,0.0,LRGDEFL2B,tierA|vd=258+-15|z=0.333|ACSWFC|1440s|P--
G4B_00251,340.48249,17.56231,0.0,0.0,LRGDEFL2B,tierA|vd=257+-20|z=0.322|ACSWFC|1440s|P12884
G4B_00252,8.62462,2.44252,0.0,0.0,LRGDEFL2B,tierA|vd=256+-32|z=0.389|ACSWFC|1440s|P12884
G4B_00253,245.37529,38.16436,0.0,0.0,LRGDEFL2B,tierA|vd=255+-38|z=0.455|ACSWFC|1440s|P12166
G4B_00254,340.46453,17.54563,0.0,0.0,LRGDEFL2B,tierA|vd=253+-17|z=0.315|ACSWFC|1440s|P12884
G4B_00255,25.01337,-5.92266,0.0,0.0,LRGDEFL2B,tierA|vd=251+-27|z=0.451|ACSWFC|1440s|P12884
G4B_00256,190.84178,32.49717,0.0,0.0,LRGDEFL2B,tierA|vd=300+-25|z=0.341|ACSWFC|1410s|P--
G4B_00257,194.80098,27.92263,0.0,0.0,LRGDEFL2B,tierA|vd=258+-19|z=0.515|ACSWFC|1400s|P12918
G4B_00258,195.11719,28.06969,0.0,0.0,LRGDEFL2B,tierA|vd=252+-28|z=0.391|ACSWFC|1400s|P10861
G4B_00259,150.34841,69.11082,0.0,0.0,LRGDEFL2B,tierA|vd=294+-26|z=0.269|ACSWFC|1380s|P--
G4B_00260,350.53726,19.72333,0.0,0.0,LRGDEFL2B,tierA|vd=278+-26|z=0.521|ACSWFC|1370s|P9744
G4B_00261,168.29437,23.94431,0.0,0.0,LRGDEFL2B,tierA|vd=310+-19|z=0.336|ACSWFC|1356s|P14362
G4B_00262,120.05438,8.20233,0.0,0.0,LRGDEFL2B,tierA|vd=302+-19|z=0.314|ACSWFC|1350s|P14362
G4B_00263,355.70285,-1.34237,0.0,0.0,LRGDEFL2B,tierA|vd=286+-41|z=0.527|WFC3UVIS|1350s|P16734
G4B_00264,175.27440,32.42249,0.0,0.0,LRGDEFL2B,tierA|vd=319+-54|z=0.500|WFC3UVIS|1310s|P--
G4B_00265,192.40615,44.36989,0.0,0.0,LRGDEFL2B,tierA|vd=273+-44|z=0.502|WFC3UVIS|1264s|P18061
G4B_00266,205.97617,60.67682,0.0,0.0,LRGDEFL2B,tierA|vd=253+-36|z=0.512|ACSWFC|1244s|P--
G4B_00267,30.04938,28.82417,0.0,0.0,LRGDEFL2B,tierA|vd=319+-49|z=0.476|ACSWFC|1226s|P10210
G4B_00268,26.65787,26.81233,0.0,0.0,LRGDEFL2B,tierA|vd=284+-16|z=0.372|ACSWFC|1226s|P--
G4B_00269,203.11069,25.12711,0.0,0.0,LRGDEFL2B,tierA|vd=276+-17|z=0.333|ACSWFC|1218s|P13750
G4B_00270,187.03964,22.29538,0.0,0.0,LRGDEFL2B,tierA|vd=315+-22|z=0.372|ACSWFC|1210s|P13750
G4B_00271,137.29595,36.53645,0.0,0.0,LRGDEFL2B,tierA|vd=415+-55|z=0.442|ACSWFC|1200s|P--
G4B_00272,350.25802,29.19641,0.0,0.0,LRGDEFL2B,tierA|vd=382+-46|z=0.495|ACSWFC|1200s|P16670
G4B_00273,168.82193,53.31847,0.0,0.0,LRGDEFL2B,tierA|vd=372+-41|z=0.470|ACSWFC|1200s|P10875
G4B_00274,227.09365,57.90798,0.0,0.0,LRGDEFL2B,tierA|vd=363+-64|z=0.537|ACSWFC|1200s|P14098
G4B_00275,212.83550,52.20276,0.0,0.0,LRGDEFL2B,tierA|vd=340+-59|z=0.462|ACSWFC|1200s|P--
G4B_00276,224.31296,22.34288,0.0,0.0,LRGDEFL2B,tierA|vd=340+-21|z=0.258|ACSWFC|1200s|P--
G4B_00277,168.81187,53.33177,0.0,0.0,LRGDEFL2B,tierA|vd=333+-28|z=0.466|ACSWFC|1200s|P10875
G4B_00278,7.64180,26.30254,0.0,0.0,LRGDEFL2B,tierA|vd=318+-43|z=0.498|ACSWFC|1200s|P14098
G4B_00279,350.24641,29.21685,0.0,0.0,LRGDEFL2B,tierA|vd=317+-29|z=0.501|ACSWFC|1200s|P16670
G4B_00280,215.51331,4.59766,0.0,0.0,LRGDEFL2B,tierA|vd=311+-58|z=0.544|ACSWFC|1200s|P15279
G4B_00281,148.73469,39.55426,0.0,0.0,LRGDEFL2B,tierA|vd=311+-11|z=0.198|WFC3UVIS|1200s|P--
G4B_00282,132.53528,36.09340,0.0,0.0,LRGDEFL2B,tierA|vd=308+-26|z=0.376|ACSWFC|1200s|P15843
G4B_00283,172.79194,35.90527,0.0,0.0,LRGDEFL2B,tierA|vd=307+-32|z=0.513|ACSWFC|1200s|P--
G4B_00284,225.34604,42.34449,0.0,0.0,LRGDEFL2B,tierA|vd=307+-29|z=0.291|ACSWFC|1200s|P16670
G4B_00285,350.24420,29.21327,0.0,0.0,LRGDEFL2B,tierA|vd=306+-36|z=0.511|ACSWFC|1200s|P16670
G4B_00286,350.26729,29.19292,0.0,0.0,LRGDEFL2B,tierA|vd=305+-46|z=0.485|ACSWFC|1200s|P16670
G4B_00287,132.53002,36.07263,0.0,0.0,LRGDEFL2B,tierA|vd=305+-29|z=0.381|ACSWFC|1200s|P15843
G4B_00288,132.53166,36.05895,0.0,0.0,LRGDEFL2B,tierA|vd=305+-26|z=0.384|ACSWFC|1200s|P15843
G4B_00289,313.86087,1.08643,0.0,0.0,LRGDEFL2B,tierA|vd=304+-29|z=0.406|ACSWFC|1200s|P16670
G4B_00290,16.71052,1.06971,0.0,0.0,LRGDEFL2B,tierA|vd=302+-13|z=0.253|ACSWFC|1200s|P16670
G4B_00291,319.02105,-2.42975,0.0,0.0,LRGDEFL2B,tierA|vd=302+-41|z=0.458|ACSWFC|1200s|P16670
G4B_00292,16.70578,1.05622,0.0,0.0,LRGDEFL2B,tierA|vd=296+-39|z=0.254|ACSWFC|1200s|P16670
G4B_00293,7.65523,26.31197,0.0,0.0,LRGDEFL2B,tierA|vd=294+-47|z=0.511|ACSWFC|1200s|P14098
G4B_00294,319.03591,-2.43962,0.0,0.0,LRGDEFL2B,tierA|vd=289+-25|z=0.459|ACSWFC|1200s|P16670
G4B_00295,168.80250,53.31017,0.0,0.0,LRGDEFL2B,tierA|vd=288+-49|z=0.473|ACSWFC|1200s|P10875
G4B_00296,349.18863,12.80555,0.0,0.0,LRGDEFL2B,tierA|vd=287+-20|z=0.461|ACSWFC|1200s|P--
G4B_00297,212.80823,52.19388,0.0,0.0,LRGDEFL2B,tierA|vd=287+-41|z=0.452|ACSWFC|1200s|P--
G4B_00298,134.04090,37.94092,0.0,0.0,LRGDEFL2B,tierA|vd=284+-32|z=0.418|ACSWFC|1200s|P16670
G4B_00299,134.04458,37.91819,0.0,0.0,LRGDEFL2B,tierA|vd=283+-25|z=0.411|ACSWFC|1200s|P16670
G4B_00300,132.53971,36.05479,0.0,0.0,LRGDEFL2B,tierA|vd=281+-33|z=0.368|ACSWFC|1200s|P15843
G4B_00301,331.89191,-3.03848,0.0,0.0,LRGDEFL2B,tierA|vd=281+-34|z=0.531|ACSWFC|1200s|P14098
G4B_00302,167.23154,9.08522,0.0,0.0,LRGDEFL2B,tierA|vd=280+-27|z=0.455|ACSWFC|1200s|P15843
G4B_00303,229.56698,29.45371,0.0,0.0,LRGDEFL2B,tierA|vd=279+-16|z=0.237|ACSWFC|1200s|P13671
G4B_00304,123.39254,22.10785,0.0,0.0,LRGDEFL2B,tierA|vd=277+-21|z=0.389|ACSWFC|1200s|P16670
G4B_00305,132.55360,36.07294,0.0,0.0,LRGDEFL2B,tierA|vd=275+-26|z=0.383|ACSWFC|1200s|P15843
G4B_00306,16.70081,1.05924,0.0,0.0,LRGDEFL2B,tierA|vd=269+-14|z=0.244|ACSWFC|1200s|P16670
G4B_00307,172.80785,35.89626,0.0,0.0,LRGDEFL2B,tierA|vd=269+-30|z=0.524|ACSWFC|1200s|P--
G4B_00308,200.60346,46.76648,0.0,0.0,LRGDEFL2B,tierA|vd=267+-24|z=0.372|ACSWFC|1200s|P13024
G4B_00309,220.78687,1.04047,0.0,0.0,LRGDEFL2B,tierA|vd=267+-41|z=0.523|ACSWFC|1200s|P--
G4B_00310,227.09160,57.92080,0.0,0.0,LRGDEFL2B,tierA|vd=264+-51|z=0.539|ACSWFC|1200s|P14098
G4B_00311,176.08154,10.73276,0.0,0.0,LRGDEFL2B,tierA|vd=263+-37|z=0.443|ACSWFC|1200s|P15279
G4B_00312,167.23068,9.10043,0.0,0.0,LRGDEFL2B,tierA|vd=262+-50|z=0.463|ACSWFC|1200s|P15843
G4B_00313,172.82057,35.90121,0.0,0.0,LRGDEFL2B,tierA|vd=260+-29|z=0.509|ACSWFC|1200s|P--
G4B_00314,200.57280,46.77523,0.0,0.0,LRGDEFL2B,tierA|vd=259+-28|z=0.371|ACSWFC|1200s|P13024
G4B_00315,192.05557,7.70008,0.0,0.0,LRGDEFL2B,tierA|vd=258+-23|z=0.427|ACSWFC|1200s|P--
G4B_00316,350.26108,29.21686,0.0,0.0,LRGDEFL2B,tierA|vd=257+-36|z=0.499|ACSWFC|1200s|P16670
G4B_00317,201.09503,4.31519,0.0,0.0,LRGDEFL2B,tierA|vd=257+-23|z=0.408|ACSWFC|1200s|P16670
G4B_00318,350.23365,29.19177,0.0,0.0,LRGDEFL2B,tierA|vd=256+-41|z=0.484|ACSWFC|1200s|P16670
G4B_00319,201.08198,4.31862,0.0,0.0,LRGDEFL2B,tierA|vd=255+-27|z=0.263|ACSWFC|1200s|P16670
G4B_00320,147.49655,48.54807,0.0,0.0,LRGDEFL2B,tierA|vd=255+-39|z=0.491|ACSWFC|1200s|P13024
G4B_00321,200.61159,46.77505,0.0,0.0,LRGDEFL2B,tierA|vd=253+-30|z=0.372|ACSWFC|1200s|P13024
G4B_00322,135.76829,27.67505,0.0,0.0,LRGDEFL2B,tierA|vd=253+-38|z=0.492|ACSWFC|1200s|P16670
G4B_00323,135.76378,27.68357,0.0,0.0,LRGDEFL2B,tierA|vd=252+-38|z=0.493|ACSWFC|1200s|P16670
G4B_00324,237.67909,11.34609,0.0,0.0,LRGDEFL2B,tierA|vd=251+-29|z=0.434|ACSWFC|1200s|P16016
G4B_00325,157.66064,51.54288,0.0,0.0,LRGDEFL2B,tierA|vd=251+-35|z=0.523|ACSWFC|1200s|P13671
G4B_00326,177.41337,22.36576,0.0,0.0,LRGDEFL2B,tierA|vd=256+-40|z=0.534|ACSWFC|1179s|P15117
G4B_00327,184.52793,56.80146,0.0,0.0,LRGDEFL2B,tierA|vd=311+-47|z=0.318|ACSWFC|1156s|P13661
G4B_00328,159.29459,37.15718,0.0,0.0,LRGDEFL2B,tierA|vd=265+-37|z=0.510|WFC3UVIS|1150s|P--
G4B_00329,212.07300,55.21267,0.0,0.0,LRGDEFL2B,tierA|vd=260+-28|z=0.408|ACSWFC|1150s|P13682
G4B_00330,159.31604,37.15722,0.0,0.0,LRGDEFL2B,tierA|vd=254+-18|z=0.266|WFC3UVIS|1150s|P--
G4B_00331,192.19928,47.18495,0.0,0.0,LRGDEFL2B,tierA|vd=261+-23|z=0.527|ACSWFC|1124s|P13661
G4B_00332,211.08196,53.28838,0.0,0.0,LRGDEFL2B,tierA|vd=285+-46|z=0.503|ACSWFC|1122s|P14796
G4B_00333,138.44023,42.62523,0.0,0.0,LRGDEFL2B,tierA|vd=294+-45|z=0.395|ACSWFC|1102s|P13661
G4B_00334,149.93195,11.65100,0.0,0.0,LRGDEFL2B,tierA|vd=282+-18|z=0.197|WFC3UVIS|1087s|P13324
G4B_00335,211.27799,28.50215,0.0,0.0,LRGDEFL2B,tierA|vd=252+-42|z=0.487|WFC3UVIS|1080s|P--
G4B_00336,171.30486,30.97372,0.0,0.0,LRGDEFL2B,tierA|vd=315+-50|z=0.450|ACSWFC|1050s|P--
G4B_00337,135.34544,20.44224,0.0,0.0,LRGDEFL2B,tierA|vd=252+-7|z=0.096|ACSWFC|1038s|P--
G4B_00338,187.56957,42.89910,0.0,0.0,LRGDEFL2B,tierA|vd=289+-50|z=0.442|ACSWFC|1030s|P14636
G4B_00339,217.36183,34.88567,0.0,0.0,LRGDEFL2B,tierA|vd=256+-13|z=0.099|ACSWFC|1028s|P10809
G4B_00340,149.76444,36.03235,0.0,0.0,LRGDEFL2B,tierA|vd=273+-40|z=0.542|ACSWFC|1015s|P17480
G4B_00341,36.54438,0.56491,0.0,0.0,LRGDEFL2B,tierA|vd=262+-18|z=0.474|ACSWFC|1010s|P10532
G4B_00342,168.22709,13.43584,0.0,0.0,LRGDEFL2B,tierA|vd=277+-14|z=0.168|WFC3UVIS|1009s|P--
G4B_00343,195.09894,27.66313,0.0,0.0,LRGDEFL2B,tierA|vd=259+-29|z=0.378|ACSWFC|1006s|P17519
G4B_00344,44.64672,-3.27488,0.0,0.0,LRGDEFL2B,tierA|vd=255+-39|z=0.533|ACSWFC|997s|P17759
G4B_00345,229.78216,2.00904,0.0,0.0,LRGDEFL2B,tierA|vd=290+-41|z=0.517|ACSWFC|983s|P16289
G4B_00346,157.47077,40.33327,0.0,0.0,LRGDEFL2B,tierA|vd=268+-7|z=0.067|WFC3UVIS|960s|P--
G4B_00347,24.50955,14.98060,0.0,0.0,LRGDEFL2B,tierA|vd=270+-32|z=0.438|ACSWFC|940s|P17480
G4B_00348,16.79232,14.14184,0.0,0.0,LRGDEFL2B,tierA|vd=270+-32|z=0.386|ACSWFC|937s|P--
G4B_00349,123.36227,25.75127,0.0,0.0,LRGDEFL2B,tierA|vd=322+-6|z=0.081|ACSWFC|935s|P9744
G4B_00350,190.12685,-0.47676,0.0,0.0,LRGDEFL2B,tierA|vd=252+-31|z=0.358|ACSWFC|932s|P--
G4B_00351,20.51560,-1.02617,0.0,0.0,LRGDEFL2B,tierA|vd=258+-16|z=0.367|WFC3UVIS|900s|P15215
G4B_00352,130.39617,1.03227,0.0,0.0,LRGDEFL2B,tierA|vd=257+-16|z=0.111|WFC3UVIS|900s|P--
G4B_00353,16.23370,2.26928,0.0,0.0,LRGDEFL2B,tierA|vd=294+-37|z=0.447|WFC3UVIS|865s|P17833
G4B_00354,207.08138,25.76564,0.0,0.0,LRGDEFL2B,tierA|vd=444+-50|z=0.428|ACSWFC|830s|P13695
G4B_00355,20.09787,14.76507,0.0,0.0,LRGDEFL2B,tierA|vd=277+-41|z=0.545|ACSWFC|830s|P13695
G4B_00356,204.35226,62.13038,0.0,0.0,LRGDEFL2B,tierA|vd=260+-15|z=0.295|ACSWFC|830s|P13695
G4B_00357,135.27757,51.26821,0.0,0.0,LRGDEFL2B,tierA|vd=259+-10|z=0.205|ACSWFC|830s|P--
G4B_00358,225.13466,16.08664,0.0,0.0,LRGDEFL2B,tierA|vd=254+-25|z=0.454|ACSWFC|830s|P13695
G4B_00359,213.47632,-3.03925,0.0,0.0,LRGDEFL2B,tierA|vd=269+-24|z=0.485|ACSWFC|824s|P--
G4B_00360,30.02817,19.34772,0.0,0.0,LRGDEFL2B,tierA|vd=261+-24|z=0.384|ACSWFC|824s|P--
G4B_00361,42.23529,-1.76322,0.0,0.0,LRGDEFL2B,tierA|vd=261+-11|z=0.228|ACSWFC|824s|P--
G4B_00362,202.11988,47.06159,0.0,0.0,LRGDEFL2B,tierA|vd=253+-35|z=0.419|ACSWFC|824s|P--
G4B_00363,1.11160,-10.17339,0.0,0.0,LRGDEFL2B,tierA|vd=294+-31|z=0.547|ACSWFC|800s|P--
G4B_00364,16.38047,2.08924,0.0,0.0,LRGDEFL2B,tierA|vd=263+-19|z=0.349|ACSWFC|791s|P17833
G4B_00365,140.31073,64.24289,0.0,0.0,LRGDEFL2B,tierA|vd=278+-26|z=0.521|ACSWFC|780s|P--
G4B_00366,159.61129,47.70222,0.0,0.0,LRGDEFL2B,tierA|vd=269+-20|z=0.233|ACSWFC|780s|P--
G4B_00367,211.41443,28.44621,0.0,0.0,LRGDEFL2B,tierA|vd=285+-41|z=0.547|ACSWFC|765s|P13297
G4B_00368,187.78945,42.11490,0.0,0.0,LRGDEFL2B,tierA|vd=335+-22|z=0.274|ACSWFC|760s|P--
G4B_00369,344.92294,16.77431,0.0,0.0,LRGDEFL2B,tierA|vd=258+-17|z=0.239|ACSWFC|760s|P15922
G4B_00370,232.61735,27.28061,0.0,0.0,LRGDEFL2B,tierA|vd=308+-13|z=0.195|WFC3UVIS|750s|P--
G4B_00371,231.75761,35.96321,0.0,0.0,LRGDEFL2B,tierA|vd=272+-17|z=0.266|ACSWFC|750s|P10592
G4B_00372,184.74943,14.42122,0.0,0.0,LRGDEFL2B,tierA|vd=446+-37|z=0.267|WFC3UVIS|748s|P12118
G4B_00373,181.76243,43.09005,0.0,0.0,LRGDEFL2B,tierA|vd=252+-41|z=0.440|WFC3UVIS|748s|P--
G4B_00374,184.70970,4.78833,0.0,0.0,LRGDEFL2B,tierA|vd=271+-22|z=0.338|WFC3UVIS|736s|P--
G4B_00375,224.60076,-1.10285,0.0,0.0,LRGDEFL2B,tierA|vd=260+-23|z=0.286|WFC3UVIS|736s|P--
G4B_00376,237.47145,7.01239,0.0,0.0,LRGDEFL2B,tierA|vd=268+-36|z=0.504|WFC3UVIS|700s|P--
G4B_00377,191.49604,17.53427,0.0,0.0,LRGDEFL2B,tierA|vd=252+-15|z=0.265|WFC3UVIS|700s|P--
G4B_00378,138.99882,29.42511,0.0,0.0,LRGDEFL2B,tierA|vd=251+-43|z=0.527|WFC3UVIS|700s|P--
G4B_00379,109.45174,40.41417,0.0,0.0,LRGDEFL2B,tierA|vd=446+-62|z=0.514|WFC3UVIS|696s|P18085
G4B_00380,125.95904,14.92370,0.0,0.0,LRGDEFL2B,tierA|vd=347+-22|z=0.347|WFC3UVIS|696s|P18085
G4B_00381,207.91216,0.47777,0.0,0.0,LRGDEFL2B,tierA|vd=320+-43|z=0.461|WFC3UVIS|696s|P18085
G4B_00382,145.34379,5.30664,0.0,0.0,LRGDEFL2B,tierA|vd=315+-18|z=0.343|WFC3UVIS|696s|P18085
G4B_00383,207.90460,0.46782,0.0,0.0,LRGDEFL2B,tierA|vd=313+-57|z=0.457|WFC3UVIS|696s|P18085
G4B_00384,137.77803,7.30889,0.0,0.0,LRGDEFL2B,tierA|vd=308+-54|z=0.508|WFC3UVIS|696s|P18085
G4B_00385,115.76083,32.14226,0.0,0.0,LRGDEFL2B,tierA|vd=296+-22|z=0.290|WFC3UVIS|696s|P18085
G4B_00386,208.06335,33.83480,0.0,0.0,LRGDEFL2B,tierA|vd=287+-28|z=0.541|WFC3UVIS|696s|P18085
G4B_00387,194.53446,3.53576,0.0,0.0,LRGDEFL2B,tierA|vd=282+-25|z=0.428|WFC3UVIS|696s|P18085
G4B_00388,164.18662,16.30703,0.0,0.0,LRGDEFL2B,tierA|vd=274+-20|z=0.304|WFC3UVIS|696s|P18085
G4B_00389,208.07528,33.84351,0.0,0.0,LRGDEFL2B,tierA|vd=270+-41|z=0.538|WFC3UVIS|696s|P18085
G4B_00390,227.66777,2.59047,0.0,0.0,LRGDEFL2B,tierA|vd=263+-22|z=0.220|WFC3UVIS|696s|P18085
G4B_00391,192.46992,3.15918,0.0,0.0,LRGDEFL2B,tierA|vd=260+-32|z=0.356|WFC3UVIS|696s|P18085
G4B_00392,132.23962,-1.31099,0.0,0.0,LRGDEFL2B,tierA|vd=253+-41|z=0.367|WFC3UVIS|696s|P18085
G4B_00393,38.64854,-8.77473,0.0,0.0,LRGDEFL2B,tierA|vd=267+-41|z=0.483|ACSWFC|679s|P15444
G4B_00394,38.66758,-8.80350,0.0,0.0,LRGDEFL2B,tierA|vd=254+-35|z=0.484|ACSWFC|679s|P15444
G4B_00395,250.19028,19.54922,0.0,0.0,LRGDEFL2B,tierA|vd=378+-10|z=0.195|ACSWFC|674s|P17308
G4B_00396,139.81639,55.44906,0.0,0.0,LRGDEFL2B,tierA|vd=332+-35|z=0.498|ACSWFC|674s|P15444
G4B_00397,349.13683,6.17787,0.0,0.0,LRGDEFL2B,tierA|vd=325+-30|z=0.380|ACSWFC|674s|P17308
G4B_00398,33.22425,0.58007,0.0,0.0,LRGDEFL2B,tierA|vd=291+-36|z=0.481|ACSWFC|674s|P17308
G4B_00399,33.20663,0.58020,0.0,0.0,LRGDEFL2B,tierA|vd=285+-31|z=0.164|ACSWFC|674s|P17308
G4B_00400,208.61038,13.48177,0.0,0.0,LRGDEFL2B,tierA|vd=278+-26|z=0.374|ACSWFC|674s|P15444
G4B_00401,202.93889,51.57542,0.0,0.0,LRGDEFL2B,tierA|vd=270+-22|z=0.289|ACSWFC|674s|P15445
G4B_00402,156.60104,12.76199,0.0,0.0,LRGDEFL2B,tierA|vd=257+-10|z=0.142|WFC3UVIS|641s|P--
G4B_00403,333.41602,12.70537,0.0,0.0,LRGDEFL2B,tierA|vd=254+-10|z=0.127|WFC3UVIS|641s|P17177
G4B_00404,211.36149,53.59179,0.0,0.0,LRGDEFL2B,tierA|vd=268+-31|z=0.393|ACSWFC|600s|P13364
G4B_00405,131.95907,23.35240,0.0,0.0,LRGDEFL2B,tierA|vd=263+-17|z=0.152|ACSWFC|600s|P--
